model_id,sm_id,bam_url,crc32c,size,gcs_obj_updated_at
ACH-001098,SM-NJQ4F,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4F/merge/KCI-MOH1.merged.sorted.bam,qt/qjA==,1911529087,2024-09-28
ACH-000983,SM-NJQ4F,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4F/merge/KCL-22.merged.sorted.bam,IdW2bg==,2788758704,2024-09-28
ACH-000108,SM-NJQ4F,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4F/merge/KP-3.merged.sorted.bam,tx+I5Q==,3701351537,2024-09-28
ACH-000265,SM-NJQ4F,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4F/merge/KP-4.merged.sorted.bam,o/U1lQ==,3785280773,2024-09-28
ACH-000028,SM-NJQ4F,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4F/merge/KPL-1.merged.sorted.bam,d2jHjQ==,3752199843,2024-09-28
ACH-002672,SM-NJQ4F,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4F/merge/MAPAC-HS-77.merged.sorted.bam,XToDXg==,3836460481,2024-09-28
ACH-000910,SM-NJQ4F,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4F/merge/MDA-MB-453.merged.sorted.bam,Ye8gBA==,3306382884,2024-09-28
ACH-000849,SM-NJQ4F,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4F/merge/MDA-MB-468.merged.sorted.bam,OSHabQ==,2945551191,2024-09-28
ACH-001553,SM-NJQ4F,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4F/merge/MEG-A2.merged.sorted.bam,iajTyQ==,2660812348,2024-09-28
ACH-001375,SM-NJQ4F,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4F/merge/PACADD-119.merged.sorted.bam,/eMGww==,3790536021,2024-09-28
ACH-001377,SM-NJQ4F,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4F/merge/PACADD-137.merged.sorted.bam,sMRFjA==,3929522743,2024-09-28
ACH-001378,SM-NJQ4F,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4F/merge/PACADD-159.merged.sorted.bam,ze+9bw==,4018226065,2024-09-28
ACH-001379,SM-NJQ4F,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4F/merge/PACADD-161.merged.sorted.bam,ZFj3VA==,3032842868,2024-09-28
ACH-001380,SM-NJQ4F,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4F/merge/PACADD-165.merged.sorted.bam,ieIFiQ==,3509609844,2024-09-28
ACH-001382,SM-NJQ4F,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4F/merge/PACADD-188.merged.sorted.bam,JgvBnQ==,3329509918,2024-09-28
ACH-000042,SM-NJQ4F,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4F/merge/Panc-02.03.merged.sorted.bam,8QIeuw==,3601326021,2024-09-28
ACH-000235,SM-NJQ4F,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4F/merge/Panc-04.03.merged.sorted.bam,L/YC0g==,4199433988,2024-09-28
ACH-000093,SM-NJQ4F,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4F/merge/Panc-05.04.merged.sorted.bam,ThMUSA==,3075391281,2024-09-28
ACH-000164,SM-NJQ4F,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4F/merge/PANC-1.merged.sorted.bam,f5L5tA==,4285154458,2024-09-28
ACH-000599,SM-NJQ4F,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4F/merge/PATU-8902.merged.sorted.bam,7JGvZQ==,3210402717,2024-09-28
ACH-000023,SM-NJQ4F,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4F/merge/PA-TU-8988T.merged.sorted.bam,DbqQOg==,4146729437,2024-09-28
ACH-001634,SM-NJQ4F,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4F/merge/PGA-1.merged.sorted.bam,GXJclA==,4075404296,2024-09-28
ACH-002039,SM-NJQ4F,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4F/merge/PK-8.merged.sorted.bam,DTf2SQ==,3967685747,2024-09-28
ACH-000517,SM-NJQ4F,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4F/merge/SNU-410.merged.sorted.bam,Yxa0ug==,3642876861,2024-09-28
ACH-001389,SM-NJQ4F,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4F/merge/SUM-1315MO2.merged.sorted.bam,C+ejAg==,3645548188,2024-09-28
ACH-001390,SM-NJQ4F,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4F/merge/SUM-149PT.merged.sorted.bam,0B5Wmg==,2962732589,2024-09-28
ACH-001396,SM-NJQ4F,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4F/merge/SUM-52PE.merged.sorted.bam,3Q9t7w==,2994377889,2024-09-28
ACH-000147,SM-NJQ4F,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4F/merge/T-47D.merged.sorted.bam,gouXJQ==,3632096349,2024-09-28
ACH-000502,SM-NJQ4F,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4F/merge/TCC-PAN2.merged.sorted.bam,zVXxDg==,2996714602,2024-09-28
ACH-002499,SM-NJQ4F,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4F/merge/UACC-3199.merged.sorted.bam,YrUFAQ==,4318339430,2024-09-28
ACH-001419,SM-NJQ4F,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4F/merge/VP229.merged.sorted.bam,WLYxZw==,3023503488,2024-08-29
ACH-001705,SM-NJQ4F,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4F/merge/VP267.merged.sorted.bam,TOWv8A==,3189253712,2024-09-28
ACH-001707,SM-NJQ4F,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4F/merge/WA-OSEL.merged.sorted.bam,pkQPiQ==,4002997720,2024-09-28
ACH-000332,SM-NJQ4F,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4F/merge/YAPC.merged.sorted.bam,nhuGkg==,3719871059,2024-09-28
ACH-001454,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/C10.merged.sorted.bam,tMQn+g==,3162585942,2024-09-28
ACH-001456,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/C125PM.merged.sorted.bam,m1BmnQ==,3104973163,2024-09-28
ACH-001458,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/C75.merged.sorted.bam,ZTrnNA==,2944921926,2024-09-28
ACH-001459,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/C80.merged.sorted.bam,7hdbeQ==,2709090831,2024-09-28
ACH-001460,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/C84.merged.sorted.bam,fPh6sA==,3052087016,2024-09-28
ACH-001461,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/C99.merged.sorted.bam,1g5c7g==,2919105541,2024-09-28
ACH-000856,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/CAL-51.merged.sorted.bam,zfccLw==,2732550374,2024-09-28
ACH-001061,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/DLD-1.merged.sorted.bam,SvwdtA==,2907037631,2024-09-28
ACH-002024,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/ECC4.merged.sorted.bam,HZzvUQ==,2846444375,2024-09-28
ACH-001495,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/EMTOKA.merged.sorted.bam,6b7rxA==,3108111486,2024-09-28
ACH-001497,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/ESO51.merged.sorted.bam,jS0/tw==,3166887356,2024-09-28
ACH-001345,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/GP5d.merged.sorted.bam,/HaAvQ==,2604420328,2024-09-28
ACH-002476,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/HAP1MLH1KO.merged.sorted.bam,uyQn6A==,2705160250,2024-09-28
ACH-001517,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/HEC-1.merged.sorted.bam,F4mpmQ==,2771626791,2024-09-28
ACH-001518,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/HEC-116.merged.sorted.bam,iDuzMw==,2997857913,2024-09-28
ACH-002026,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/HHUA.merged.sorted.bam,EBE5dw==,2861753554,2024-09-28
ACH-000148,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/Hs578T.merged.sorted.bam,wkEKQQ==,2747192653,2024-09-28
ACH-002706,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/IS076A.merged.sorted.bam,fLdHrg==,2749740776,2024-09-28
ACH-002705,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/IS076P.merged.sorted.bam,LXq9HQ==,2909730271,2024-09-28
ACH-001529,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/JAR.merged.sorted.bam,AoVwjQ==,2724283192,2024-09-28
ACH-001530,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/JEG-3.merged.sorted.bam,TuYFoQ==,2784497244,2024-09-28
ACH-002654,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/JVE-015.merged.sorted.bam,8ClJYQ==,3505754360,2024-09-28
ACH-002659,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/JVE-127.merged.sorted.bam,tFMmJA==,3137864535,2024-09-28
ACH-002662,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/JVE-207.merged.sorted.bam,mqek+A==,2867677549,2024-09-28
ACH-002664,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/JVE-253.merged.sorted.bam,82deIg==,2807532485,2024-09-28
ACH-002669,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/KP-363T.merged.sorted.bam,CkzFDA==,3285002252,2024-09-28
ACH-000602,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/M-07e.merged.sorted.bam,9dJ+fQ==,2889208289,2024-09-28
ACH-000768,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/MDA-MB-231.merged.sorted.bam,YtjWYQ==,3228353101,2024-09-28
ACH-001573,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/MOLM-1.merged.sorted.bam,8WgmTQ==,2742569924,2024-09-28
ACH-000362,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/MOLM-13.merged.sorted.bam,eyuYXA==,3016125576,2024-09-28
ACH-001574,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/MOLM-14.merged.sorted.bam,H9+eAA==,2531192132,2024-09-28
ACH-001577,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/MUTZ-8.merged.sorted.bam,+CsF3Q==,2672975116,2024-09-28
ACH-001368,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/OAC-M5.1.merged.sorted.bam,y4hLDA==,2999951917,2024-09-28
ACH-002703,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/OANC1.merged.sorted.bam,e4gkgQ==,3273531945,2024-09-28
ACH-001618,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/OCI-M2.merged.sorted.bam,VXwXjA==,3350317430,2024-09-28
ACH-002061,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/P2UR-K-562.merged.sorted.bam,mXyTTA==,2788231946,2024-09-28
ACH-000320,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/PSN1.merged.sorted.bam,phc4sw==,2734647819,2024-09-28
ACH-000017,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/SK-BR-3.merged.sorted.bam,das7Dw==,3070145081,2024-09-28
ACH-001655,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/SKN.merged.sorted.bam,m7Ancw==,2910128262,2024-09-28
ACH-000932,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/SNU-1.merged.sorted.bam,xJgxsQ==,3186656508,2024-09-28
ACH-002538,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/SNU-1235.merged.sorted.bam,RR9htQ==,2909602968,2024-09-28
ACH-002543,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/SNU-1406.merged.sorted.bam,Dtbg5A==,2890189343,2024-09-28
ACH-001786,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/SNU-1544.merged.sorted.bam,e42a5Q==,3424639829,2024-09-28
ACH-002544,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/SNU-1750.merged.sorted.bam,UV9rqQ==,3132683510,2024-09-28
ACH-001664,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/SNU-638.merged.sorted.bam,gwNKkA==,2856762881,2024-09-28
ACH-000489,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/SW1116.merged.sorted.bam,Q2pM2w==,3394825733,2024-09-28
ACH-000958,SM-NJQ4G,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4G/merge/SW48.merged.sorted.bam,+lWsmw==,2943416063,2024-09-28
ACH-000681,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/A549.merged.sorted.bam,fqsLVQ==,3706225498,2024-09-28
ACH-000191,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/BHT-101.merged.sorted.bam,2Pi7+Q==,6765755129,2024-09-28
ACH-001278,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/BIN-67.merged.sorted.bam,OYONrw==,4307927928,2024-09-28
ACH-000963,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/CCK-81.merged.sorted.bam,GO+T9g==,4568732147,2024-09-28
ACH-001340,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/COV413A.merged.sorted.bam,act7vQ==,4432151401,2024-09-28
ACH-000258,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/Du4475.merged.sorted.bam,RpbcQQ==,4068725247,2024-09-28
ACH-000308,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/EFO-21.merged.sorted.bam,7NB7Xw==,3852352358,2024-09-28
ACH-001496,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/ESO26.merged.sorted.bam,c7d3Ag==,4522823703,2024-09-28
ACH-002650,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/ETCC-016.merged.sorted.bam,hpCFKA==,4270974739,2024-09-28
ACH-000374,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/HCC1143.merged.sorted.bam,rwEWDQ==,4190248237,2024-09-28
ACH-000624,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/HCC1806.merged.sorted.bam,yyxszQ==,4472380003,2024-09-28
ACH-000223,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/HCC1937.merged.sorted.bam,u/GA1Q==,4642251566,2024-09-28
ACH-000314,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/HCC-2108.merged.sorted.bam,OnkzVQ==,4537711546,2024-09-28
ACH-000143,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/HCC2429.merged.sorted.bam,T9/Ktg==,4309645518,2024-09-28
ACH-000012,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/HCC-827.merged.sorted.bam,gpCksQ==,4176802364,2024-09-28
ACH-000984,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/HEC-6.merged.sorted.bam,jzMZpA==,3970459797,2024-09-28
ACH-000721,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/HMC-1-8.merged.sorted.bam,tiFGmg==,4795789726,2024-09-28
ACH-002038,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/HSKTC.merged.sorted.bam,tK6Udw==,4032348075,2024-09-28
ACH-000324,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/JHOC-5.merged.sorted.bam,/D6fhQ==,4408798282,2024-09-28
ACH-000928,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/JHUEM-1.merged.sorted.bam,PjSjUQ==,4297175029,2024-09-28
ACH-000711,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/JIMT-1.merged.sorted.bam,fcSc8Q==,3952506815,2024-09-28
ACH-000969,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/KM12.merged.sorted.bam,v7oxqA==,3848477050,2024-09-28
ACH-000281,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/KP-2.merged.sorted.bam,HEFIFA==,4052639343,2024-09-28
ACH-002035,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/LCAM1.merged.sorted.bam,BMktwg==,3952836649,2024-09-28
ACH-000390,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/LUDLU-1.merged.sorted.bam,WcCJlw==,4418105950,2024-09-28
ACH-002486,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/MES-OV.merged.sorted.bam,sXZZeg==,4733113864,2024-09-28
ACH-000601,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/MIA_PaCa-2.merged.sorted.bam,s/iNcQ==,4228189632,2024-09-28
ACH-002716,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/MO-91.merged.sorted.bam,qQEW6w==,4977586767,2024-09-28
ACH-000916,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/NCI-H1573.merged.sorted.bam,1G+E5A==,4842206658,2024-09-28
ACH-000251,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/NCI-H2887.merged.sorted.bam,HmT38w==,4425100160,2024-09-28
ACH-001145,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/OC316.merged.sorted.bam,NIdF3w==,4674734500,2024-09-28
ACH-001613,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/OCI-AML4.merged.sorted.bam,oDaR2g==,4787946495,2024-09-28
ACH-000947,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/OVK18.merged.sorted.bam,rktDAg==,4268634588,2024-09-28
ACH-001374,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/PA-1_PA1.merged.sorted.bam,yMuG+Q==,3949313149,2024-09-28
ACH-000022,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/PA-TU-8988S.merged.sorted.bam,Anqe6g==,4573923612,2024-09-28
ACH-000943,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/RKO.merged.sorted.bam,Lm7tEQ==,4387645590,2024-09-28
